name,title,publisher_frequency,publisher_frequency_select,publisher_implementation_schedule,publisher_ui,publisher_field_exclusions,publisher_contact,image_url,display_name,publisher_iati_id,publisher_units,publisher_record_exclusions,publisher_data_quality,publisher_country,publisher_description,publisher_refs,publisher_thresholdspublisher_agencies,publisher_constraints,publisher_organization_type,publisher_segmentation,license_id,state,publisher_timeliness
iyp,Interfaith Youth Partnership,The data can be published on a monthly basis.,0,0,"The information is valid and correct but changes can be done later.
","The links or explanations can be requested for more detailed 
information from the organization by mail or a direct link.","Interfaith Youth Partnership
Nansana town council Wakiso district - Uganda
+256 782 955252",0,0,0,Refreshing the data can be done on a monthly basis.,we dont accept abusive language.,No ,UG,"Interfaith Youth Partnership (IYPA) is an interfaith grass root community youth organization, it has been operating for the last five years. IYPA is a member of the world United religions initiative (URI). It is involved in many programs like, Environmental Protection and Conservation, Sanitation, Peace Building Campaigns among the youths, interfaith dialogue, community clean ups of the trenches. Interfaith Youth Partnership is committed to changing the lives of the community members, empowerment and development of communities.

",The IATI data can be published either way for example per country or region or both.,0,"This has been highlighted above especially for our values, and cultural beliefs.",22,"We have programmes which we address in our communities and among these programmes we carry out research to identify particular needs. Then we develop projects which must have activities. So it will be at the level of projects implementations that our activities will be published, however, the programmes can as well be published.",notspecified,active,There are two organization which am aware of.
worldwaternet,World Waternet,0,not_specified,0,0,0,0,https://media.licdn.com/mpr/mpr/shrink_200_200/AAEAAQAAAAAAAAvtAAAAJDQ0NzI4N2Q2LTk2MTMtNDM2OS05NTEzLTM5YmM1NTM1Y2Y1ZQ.png,0,NL-KVK-34271281,0,0,0,NL,0,0,0,0,60,0,cc-by,active,0
tripleline_crownagents,Triple Line,Quarterly,not_specified,0,0,0,0,0,0,GB-COH-03788027,0,0,0,GB,0,0,0,0,70,0,cc-by,active,0
the_power_of_nutrition,The Power of Nutrition,0,not_specified,0,0,0,"30 Bedford Street, London WC2E 9ED",0,0,GB-COH-09288843,0,0,0,GB,0,0,0,0,60,0,notspecified,active,0
deltares,Stichting Deltares,0,not_specified,0,0,0,"Boussinesqweg 1
2629 HV Delft
The Netherlands",0,0,NL-KVK-41146461,0,0,0,NL,"Deltares is an independent institute for applied research in the field of water and subsurface. Throughout the world, we work on smart solutions, innovations and applications for people, environment and society. Our main focus is on deltas, coastal regions and river basins. Managing these densely populated and vulnerable areas is complex, which is why we work closely with governments, businesses, other research institutes and universities at home and abroad. Our motto is Enabling Delta Life. As an applied research institute, the success of Deltares can be measured in the extent to which our expert knowledge can be used in and for society. For Deltares the quality of our expertise and advice comes first.

Knowledge is our core business

All contracts and projects, whether financed privately or from strategic research budgets, contribute to the consolidation of our knowledge base. Furthermore, we believe in openness and transparency, as is evident from the free availability of our software and models. Open source works, is our firm conviction. Deltares employs over 800 people and is based in Delft and Utrecht.
",0,0,0,60,0,notspecified,active,0
open_university,The Open University,0,six_monthly,0,0,0,"International Development Office
Programme Funding Officer
hannah.mills@open.ac.uk
01908 659795",http://www.open.ac.uk/oudigital/headerandfooter/assets/img/ou-logo.png,0,GB-CHC-000391,1 activity = 1 project,0,0,GB,"The Open University promotes educational opportunity and social justice by providing high-quality university education to all who wish to realise their ambitions and fulfil their potential, both within the UK and internationally.

Through academic research, pedagogic innovation and collaborative partnership we seek to be a world leader in the design, content and delivery of supported open learning.",0,0,0,80,0,cc-zero,active,28 days from the end of quarter
africalia,Africalia,0,annually,0,0,0,"Rue du Congrès 13 Congresstraat
B-1000 Brussels
Belgium",0,0,BE-BCE_KBO-0474198059,0,0,0,BE,0,0,0,0,15,0,notspecified,active,0
foncaba,FONCABA ASBL KBA VZW,0,not_specified,0,0,0,"Rue du Progrès 333 Bte 03
1030 Schaerbeek",0,0,BE-BCE_KBO-0409597544,0,0,0,BE,0,0,0,0,22,0,notspecified,active,0
crehpa,Center for Research on Environment Health and Population Activities (CREHPA),0,not_specified,0,0,0,"Kusunti, Lalitpur
P.O.Box: 9626, Kathmandu, Nepal",0,0,NP-SWC-1844,0,0,0,NP,0,0,0,0,22,0,notspecified,active,0
wai,WASH Alliance International,0,not_specified,0,0,0,0,http://www.wash-alliance.org,0,XI-IATI-WAI,0,0,0,NL,0,0,0,0,21,0,notspecified,active,0
pl_mfa,Ministry of Foreign Affairs of the Republic of Poland,0,annually,0,0,0,0,http://polskapomoc.gov.pl/download/files/Logo/wersje_jezykowe/angielski.jpg,0,XM-DAC-76-1,0,0,0,PL,0,0,0,0,10,0,notspecified,active,0
minbuza_nl,Netherlands - Ministry of Foreign Affairs,Monthly. The Netherlands Ministry of Foreign Affairs aims to publish the data on the 5th working day of each month.,monthly,http://www.oecd.org/dac/aid-architecture/Netherlands_Implementation%20Schedule%20for%20the%20common%20standard.xls,The data can be accessed through the following website http://www.openaid.nl/,No other activity identifiers are published - not captured. The activity title and description in the recipient country language - not captured. Sector (donor specific) - no donor specific sector info available. Only CRS sector classifications used. Activity Contacts - not published because of privacy regulation. Related Activity - not captured. Financial transaction (Incoming Funds) - we only publish data from our own management information system. Financial transaction (Loan repayment / interest repayment) - not captured. Results - not captured in the activities file. Results are published as references to results documents in the organization file.,"Ministerie van Buitenlandse Zaken
Rijnstraat 8
2515 XP Den Haag

Tel: +31 70 348 64 86
Mail: fez-opendata@minbuza.nl
",http://roimg.nl/presentation/images/logotype-government-of-the-netherlands-nl.png,0,XM-DAC-7,The Netherlands Ministry of Foreign Affairs publishes at the lowest level which is the project level. No multi-tiered project structures are registered.,"All ODA activities financed by the Netherlands Ministry of Foreign Affairs are being reported, starting with the activities which are in the implementation fase in 2011 or later. All activities completed before 2011 are excluded. 


",Data are initially unverified. After one year the data will be verified. Data quality is assured as a part of the data capture and a light touch verification process.,NL,Netherlands Ministry of Foreign Affairs.,"The Netherlands Ministry of Foreign Affairs publishes 7 separate IATI files. One for organizations and six for activities. A general description of the data can be found on the following website:
http://www.rijksoverheid.nl/opendata/ontwikkelingssamenwerking. All files are licensed as CC0 — “No Rights Reserved”.",0,0,10,The Netherlands Ministry of Foreign Affairs segments the data based on the actual start date of the activity. There is no segmentation of the data by country or region.,cc-zero,active,Within 1 month after capturing. Activity details are published after formal approval of the activity.
dotw_uk,Doctors of the World UK,0,quarterly,N/A,Planned,0,"Doctors of the World UK
29th Floor
One Canada Square
London E14 5AA
T: +44 (0)20 7167 5789",http://doctorsoftheworld.org.uk/,0,GB-CHC-1067406,Projects,0,Verified,GB,"Doctors of the World provides essential medical care to excluded people at home and abroad while fighting for equal access to healthcare worldwide. Through our 3,000 volunteers we help those affected by war, natural disasters, disease, hunger, poverty or exclusion get the healthcare they need regardless of income of status.",http://doctorsoftheworld.org.uk/pages/publications,0,0,21,country,cc-by,active,One month
ipa,International Procurement Agency,0,quarterly,0,0,0,info@ipa-bv.nl,https://ipabv.files.wordpress.com/2014/08/ipa-logo_blue.jpg,0,NL-KVK-32037590,projects,DFID exemption criteria,0,NL,The Procurement Service Provider of Choice.,0,0,0,70,Separate files per country or region,odc-by,active,1 month
africanrevival,African Revival,0,not_specified,0,We will create a new interface on our website - on our completed projects page.,0,"Unit 2, Hampton Court Estate, Thames Ditton, KT7 0RG, United Kingdom",http://africanrevival.org/wp-content/uploads/2018/12/AR-Logo-without-background.png,0,GB-CHC-1108718,We intend to publish data about the whole Jumpstart project.,0,"Financial information has been subject to audit, project data is either collected by local government, or is collected by our organisation and then verified through an external project assessment that was conducted by the Ugandan Education Standards Agency.  ",GB,International Programme Manager,http://africanrevival.org/wp-content/uploads/2017/08/Jumpstart-ECD-programme.pdf,0,"Publishing of IATI data was requested after the project had completed, and as the project has now ended it will not continue to be updated in the future.",21,"The published data is only with regards to our Jumpstart Project, which was implemented in Northern Uganda.",notspecified,active,"The project finished in December 2017, although data collection, monitoring and evaluation continued in the first quarter of 2018.  "
solidagro_admin,Solidagro,0,not_specified,0,0,0,0,0,0,BE-BCE_KBO-0410757386,0,0,0,BE,0,0,0,0,80,0,notspecified,active,0
nirasfi,Niras Finland Oy,0,six_monthly,0,New user interface,As regulated by the General Data Protection Regulation with regards to personal data,"Ratatie 11, 11th floor
01300 Vantaa
Finland",https://www.niras.com/Content/images/logo.svg,0,FI-PRO-0891018-0,Implemented projects and programmes,As regulated by the General Data Protection Regulation with regards to personal data,Audited or verified,FI,"Through more than 8000 projects, NIRAS provides its contribution to meeting the UN Sustainable Development Goals. In our own practice we emphasise accountability and ethics. 
This way, NIRAS makes a dedicated effort to reach the 17 SDGs created by the UN in 2015.",0,0,0,70,In separate files per project or programme,notspecified,active,6 months
guttmacher,Guttmacher Institute,0,not_specified,0,0,0,"125 Maiden Lane, Floor 7
New York, NY 10038",https://www.guttmacher.org/sites/all/themes/gutt/logo.svg,0,US-EIN-13-2890727,0,0,0,US,0,0,0,0,21,0,cc-by-sa,active,0
ced,Christian Engineers in Development,0,six_monthly,0,CED's IATI data will be available through AidStream,To be confirmed,"Mike Beresford - Director (m.beresford@zambesimission.org)

CED Secretary - admin@ced.org.uk",0,0,GB-CHC-293734,Each approved project will form the unit of publication for IATI,To be confirmed,To be confirmed,GB,"Christian Engineers in Development (or CED) aims to assist the poor and vulnerable in the majority world to overcome their poverty.  CED utilises the professional and technical skills and resources of its members in project or consulting roles, as well as acting as an agent for the Church in Britain to reach out to their overseas neighbours.",0,0,0,21,Each project will be published separately.  Each project is applicable to only one country.  ,odc-pddl,active,Within three months of agreement by the Directors.
fochi,Chirezi Foundation,0,0,0,0,0,info@chirezifoundation.org,0,0,Fochi,0,0,0,CD,"Chirezi Foundation

PO BOX 2004 Bujumbura, Burundi",0,0,0,60,0,gfdl,active,0
mrf,Meningitis Research Foundation,0,quarterly,0,0,0,"Newminster House
Baldwin Street
Bristol
BS1 1LT",0,0,GB-CHC-1091105,MRF has three programmes of work within its strategy. Projects may including cross-cutting activities in the areas of research advocacy and action.,0,0,GB,0,0,0,0,21,0,notspecified,active,0
atnf,The Access to Nutrition Foundation,0,not_specified,0,0,0,"Arthur van Schendelstraat 500, Utrecht",https://www.google.nl/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&cad=rja&uact=8&ved=0ahUKEwj2iJrFl9nVAhWQZFAKHburDhIQjRwIBw&url=https%3A%2F%2Fwww.edentreeim.com%2Fabout-us&psig=AFQjCNEourN-oC2_d2T-2IjM2huxSIoJqQ&ust=1502884543377871,0,NL-KVK-58279199,0,0,0,NL,"The Access to Nutrition Index is published by the Access to Nutrition Foundation (ATNF), an independent non-profit organization based in the Netherlands dedicated to objectively assessing and improving the contribution the private sector makes to addressing global nutrition challenges. The Foundation hosts the Access to Nutrition Index. The aim of ATNI is to encourage companies to both increase access to healthy products and also to responsibly exercise their influence on consumers’ choice and behavior.",0,0,0,21,0,notspecified,active,0
foe_ewni,"Friends of the Earth England, Wales and Northern Ireland",Quarterly,0,0,No,n/a,nick.rau@foe.co.uk,0,0,GB-CHC-281681,The activity comprises one project.,"We will not disclose information on any activities for which the disclosure would, in the opinion of the project team, jeopardise our ability to function, the safety of our staff or partners’staff, or the security of our assets or our partners’ assets. Nor will we disclose information if it may have a negative impact on the communities that we work with.",data will be verified by programme staff prior to publication,GB,n/a,n/a,0,N/a,22,"We are reporting on only one activity in one country, which will be reported on in a single file.",cc-by,active,Quarterly in arrears
imc_uk,International Medical Corps UK,Quarterly in arrears. Disbursements to partners may be updated less frequently.,quarterly,n/a,Link to IATI database will be provided on International Medical Corps UK website. ,TBD,"Stephen Tomlin, VP Program Policy & Planning
<stomlin@internationalmedicalcorps.org>",http://www.internationalmedicalcorps.org.uk/,0,GB-CHC-1093861,"By ""project"", as defined by grant agreement with donor","Data with internal or high sensitivity for security reasons are excluded, along with those which could contravene confidentiality agreements. Data which is commercially sensitive to International Medical Corps UK, its partners or its suppliers may be excluded.     ",Data extracted from International Medical Corps UK management systems.  Expenditures are internally verified and may be audited internally. Budgets and narratives are subject to change.     ,GB,"International Medical Corps UK is a global, humanitarian organisation dedicated to saving lives and relieving suffering through health care training and relief and development programmes. International Medical Corps UK was established in 2002 as an independent affiliate of the US-based International Medical Corps, with whom it shares the same name, charitable objectives, and mission.  Since then, International Medical Corps UK has operated in more than 30 countries. Its project activities are implemented through a common operational platform managed by International Medical Corps under the supervision of International Medical Corps UK. See <http://www.internationalmedicalcorps.co.uk> ",n/a,0,"Consolidation of data into one location (IMC Data Mart), work in progress.  Lack of data standardization: multiple donors have multiple requirements, leading to multiplicity of data structures.  ",21,In separate files per country.,odc-pddl,active,Data is published within three months of a quarter's end.  
nimd-hq,Netherlands Institute for Multiparty Democracy (NIMD),0,quarterly,0,0,0,"NIMD Headquarters
Passage 31
2511 AB, The Hague
The Netherlands

+31 (0)70 311 5464
+31 (0)70 311 5465
info@nimd.org",http://nimd.org/wp-content/themes/nimd/assets/img/logo_nimd.svg,0,NL-KVK-27189542,0,0,0,NL,0,0,0,0,21,0,notspecified,active,0
humana_houben,Stichting Humana,0,quarterly,0,This may be possible in the near future. ,Unclear,"Stichting Humana 
T. 030-6570009
E. info@humana.nl

Machteld Houben / Stagiair project management 
T. 06-30383464 
E. m.houben@humana.nl or m_houben@live.nl 

In case I am not available you can also contact:

Simone Weert / Programma Manager
T. +31 (0)30 6569650
E. s.weert@humana.nl",http://www.humana.nl/wp-content/uploads/2014/05/humana_logo_tag14.png,0,NL-KVK-30285304,Projects and Programmes,Safety of the regional organisation and the people involved.,0,NL,"Humana is a social entrepreneur. With 28 years of experience we collect and sort each year approximately 10 million pounds of clothing and textiles. We collaborate with social workshops throughout the Netherlands. Thus we provide opportunities and employment for people for whom that is not obvious.

All clothing is sold. With the proceeds supports Humana academies in Africa. We teach farmers to get more from their land and train students in practical occupations: think of electricians, plumbers and hairdressers. Humana stands for self-reliance in the Netherlands and in Africa.  This means that we expect people who receive support himself stabbing hands-on approach.  We carry out our mission without political goals or religious principles.",www.humana.nl / more details are not yet available.,0,0,21,"No, it is published per project and not segmented per country.",notspecified,active,"Quarterly, depending on the time schedule of the project. Mostley every 3 or 4 months."
concern_worldwide,Concern Worldwide,0,quarterly,0,N/A,0,"52 - 55 Lower Camden Street, Dublin 2, Ireland.",https://goo.gl/images/6fsYFs,0,IE-CHY-20009090,Each Activity represents a project that is part of a wider programme,Concern Worldwide does not exclude any relevant Activities from its published data,"Data published to IATI is internally verified before being published. As details of Activities change, or where errors are discovered, records will be updated within at most 3 months.",IE,"Founded in 1968, Concern Worldwide (Concern) is a non-governmental, international, humanitarian organisation dedicated to the reduction of suffering and working towards the ultimate elimination of extreme poverty in the world's poorest countries.
We believe in a world where on-one lives in poverty, fear or oppression; where all have access to a decent standard of living and the opportunities and choices essential to a long, healthy and creative life; a world where everyone is treated with dignity and respect.
Our mission is to help people living in extreme poverty achieve major improvements in their lives which last and spread without ongoing support from Concern. To achieve this mission, we engage in long term development work, build resilience, respond to emergency situations and seek to address the root causes of poverty through our development education and advocacy work.",N/A,0,N/A,21,All Activities will be published in one consolidated activity file,odc-by,active,Data will be published at most within 3 months of being available internally
fm,Forests Monitor,Quarterly.,0,0,"It will be available through the IATI registry, and will be linked from the organisation website.  ",N/A,"Forests Monitor, mail.at.forestsmonitor.org.  Please note that although the data published through IATI is free to use under the OKD Licence, provided Forests Monitor is credited, all attached or linked-to documents are copyrighted and cannot be used without Forests Monitor's authorisation.  Please contact us if you require this.",http://www.aidstream.org/uploads/image/Forests%20Monitor%20trademark.JPG,0,GB-COH-3008440,Activity is defined by project and this is how we shall publish.,We would not publish anything that would cause a threat to staff security. ,"All data published is verified by organisation's financial and project management, and approved by funders as contents of narrative and/or financial reports, before publishing.",GB,Forests Monitor works to increase transparency and accountability of the forestry sector in order to improve governance and management of the world’s forests.,http://www.forestsmonitor.org is the main website for this organisation.,0,N/A,21,"IATI data is published by project, which is usually based in one particular country or region.  However, this is not guaranteed.",other-at,active,"Data will be published once it has been approved by the organisation and its funders.  This is dependent on reporting requirements, which differ between projects.  The minimum reporting requirement we have is on an annual basis.  Information will be updated on the next publication date."
agdevco,AgDevCo,0,not_specified,0,0,0,"HEAD OFFICE/AGDEVCO UK
Peer House, 
8-14 Verulam Street
London WC1X 8LZ
United Kingdom",0,0,GB-COH-07026479,0,0,0,GB,0,0,0,0,70,0,cc-by,active,0
wmf,World Medical Fund for Children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,active,0
ethiopiaiduk,Ethiopiaid UK,0,annually,0,0,0,"Upper Borough Court, Upper Borough Walls, Bath , BA1 1RG, UK",0,0,GB-CHC-802353,We will publish data at organisation level for each partner we work with in Ethiopia.,0,0,GB,Executive team at the Charity.,0,0,0,21,0,notspecified,active,0
phase_worldwide,PHASE Worldwide,0,quarterly,0,0,0,Sarah Galvin - admin@phaseworldwide.org,0,0,GB-CHC-1112734,0,0,0,GB,"PHASE Worldwide is a UK registered charity improving health, education and livelihood opportunities for disadvantaged populations in extremely isolated Nepalese Himalayan villages.   ",0,0,0,21,0,odc-by,active,Quarterly in arrears
hhc,Hope and Homes for Children,Quarterly.,not_specified,0,We are not planning to create an individual organisational interface.,None.,"Hope and Homes for Children, East Clyffe, Salisbury, Wiltshire, SP3 4LZ. Tel: 01722 790111, email:info@hopeandhomes.org.uk  www.hopeandhomes.org",http://www.aidstream.org/uploads/image/master-logo.jpg,0,GB-CHC-1089490,Projects and Programmes. ,"Exclusions are made to protect security and confidentiality of staff, beneficiaries and activities.",Operational - verified through internal process.,GB,"Hope and Homes for Children is an international charity working to ensure that all children have the chance to grow up in the love of a family. We are leading experts in closing children's institutions and reforming childcare systems. Our vision is a world in which children no longer suffer institutional care, and our mission is to be the catalyst for the global eradication of institutional care of children. ",n/a ,0,0,21,Separate files per country.,cc-nc,active,One quarter in arrears.
onl,Oxfam Novib,0,monthly,http://www.oxfamnovib.nl/redactie/Downloads/IATI Open Data/Implementation-Schedule-ENG_ON_DEF.pdf,is available at https://atlas.oxfamnovib.nl/,0,"Oxfam Novib - Information & Services
Mauritskade 9, 2514 HD Den Haag or
info@oxfamnovib.nl",http://www.oxfamnovib.nl/redactie/Downloads/IATI Open Data/OxfamNovib_Logo_OX_ONV_HL_C_RGB_200x120px.png,0,NL-KVK-27108436,Oxfam Novib has a multi-tiered activity structure of Projects grouped into Programmes. We are currently publishing Projects as hierarachy 2 activities and programmes as hierarchy 1 activities.,"Projects with internal or high sensitivity for security reasons are excluded. 
Campaigning and Advocacy are excluded for now.",Past expenditure has been audited. Future budgets and Project narrative is subject to change. This information has primarily been written for an internal audience and may use Oxfam Novib terminology. ,NL,Oxfam Novib is a leading international NGO with a worldwide reputation for excellence in the delivery of aid and development work. Our purpose is to work with others to overcome poverty and suffering. Oxfam Novib is a member of Oxfam International.,Oxfam Novib uses its own categorisation for Sector data. We have 5 Aims (1) A Sustainable Livelihood (2) Education and Health Care (3) Life and Security (4) Right to be Heard (5) Right to Equity - Gender and Diversity. Our definition of Budget is the Total Project Value i.e. previous years' expenditure and current/future years' commitment. ,0,0,21,No segmentation,cc-by,active,Data is published every night.
namati_inc,"Namati, Inc",Not applicable,quarterly,Not applicable,IATI data is not currently available via Namati’s website.,Not applicable,"Namati, Inc
1616 P Street, Suite 101
Washington, DC, 20036
United States",http://bit.ly/NamatiLogoIATI,0,US-EIN-45-2796201,"We currently publish aggregate data to IATI for a specific project, which includes components of programmes that fit under Namati, Inc, Namati Sierra Leone, Namati Kenya, and our sub-grantee partners.",Not applicable,Our data is internally reviewed by our Monitoring and Evaluation team in multiple countries,US,"Namati is dedicated to putting the power of the law in the hands of people. Law is supposed to be a sacred thread that ties us together, and protects each one of us. But for billions of people around the world the law is broken. It’s an abstraction, or worse, a threat, but not something we can use to exercise our basic rights. Namati is building a global movement of grassroots legal advocates who give people the power to understand, use, and shape the law. These advocates form a dynamic, creative frontline that can squeeze justice out of even broken systems. Legal empowerment advocates treat their clients as empowered citizens rather than victims requiring an expert service. Instead of “I will solve this problem for you,” our message is: “We will solve this together, and you will grow stronger in the process.” We track data on every case, and together with our clients we use that information to advocate for systemic changes, like better policies for land governance in Liberia, environmental regulation in India, and healthcare delivery in Mozambique. Namati additionally convenes the global legal empowerment network, which is made up of over 1,500 groups from all over the world. We are learning from one another and working together to bring justice everywhere. ",Not applicable,0,Not applicable,21,Our data is published in a single file and not segmented by country or region.,cc-by,active,Data is collected continuously internally and generally published within ninety days of the close of our quarter.
child-dot_org,Child.org,0,not_specified,0,0,0,"209-211 City Road
London
EC1V 1JN",0,0,GB-CHC-1118528,0,0,0,0,"Child.org work in the most difficult places in the world to grow up. We remove whatever barriers prevent children from getting the most out of life. Sometimes we provide training for mothers, so they can grow enough nutritious food to feed their family. Sometimes we provide access to clean water or health services at a child’s school. Sometimes we’ll deliver all, or a combination of those things. We believe in collecting intelligence and creating solutions that can be tailored to a child’s specific situation. We do what works.",0,0,0,21,0,notspecified,active,0
nic_sweden,NIRAS Sweden AB,0,not_specified,0,0,0,0,0,0,SE-BLV-556175-6197,0,0,0,SE,0,0,0,0,70,0,notspecified,active,0
tni,Transnational Institute,0,not_specified,0,0,0,"

Postal address
Transnational Institute
PO Box 14656
1001 LD Amsterdam
The Netherlands

Visiting address
De Wittenstraat 25
1052 AK Amsterdam
The Netherlands

Tel: + 31 20 662 66 08
Fax: + 31 20 675 71 76
email: tni@tni.org",http://www.tni.org/sites/www.tni.org/files/official_tni_logo-rgb72dpi.jpg,0,NL-KVK-41201806,0,0,0,NL,"
    carrying out well researched and radical critiques – sometimes against the grain - of current pressing global problems
    anticipating and producing informed work on key issues long before they become mainstream concerns, for example, our  work on food and hunger, third world debt, transnational corporations, trade, and carbon trading
    Supporting and enhancing social movements’ work for economic and social justice worldwide
    naming outstanding TNI fellows from many countries and backgrounds whose scholarship, analysis and research have inspired and educated generations of activists and whose writings continue to provoke debate
    building alternatives that are both just and pragmatic, for example developing alternative  approaches to international drugs policy and providing support for the practical detailed work of public water services reform
    influencing policy makers thanks to its research and its direct links and engagement with mass movements, particularly those most affected by current global economic and social policies
    remaining non-sectarian and able to bridge different political tendencies, thereby helping build coalitions of social movements that span regions and continents
",0,0,0,60,0,notspecified,active,0
udc,United Darfur Committees,0,quarterly,0,0,0,"https://udcsudan.blogspot.com
https://twitter.com/UnitedDarfur",https://twitter.com/UnitedDarfur,0,XI-IATI-UDC,"Human rights , Gender equality Legal Aid  peace building , women empowerment, Nutrition, Wash, Health  protection  ",0,0,SD,"udc.cd.org@outlook.com
saifadinedahab5@gmail.com",UK,0,0,22,0,odc-pddl,active,"      UNDP      UN women UNHCR  UN OCHA  SHF CHF UK AID  EU AID SUDAN AID GULF STATE aid UN democracy ,UN youth , "
rcog_resilience_in_obstetric_skills,Royal College of Obstetricians & Gynaecologists,0,six_monthly,0,0,0,"27 Sussex Place
London
NW1 4RG",0,0,GB-CHC-213280,Projects,0,0,GB,Global Projects Manager,0,0,0,80,Per project,notspecified,active,3 months
livingearth12,Living Earth Foundation,Quarterly,0,0,www.livingearth.org.uk,www.livingearth.org.uk,"Bob Cooke
Living Earth Foundation
5 Great James Street
London
WC1N 3DB",0,0,GB-CHC-800672,Quarterly,None,None,GB,"Living Earth Foundation
5 Great James Street
London
WC1N 3DB",Yes - by country,0,None,21,By Country,notspecified,active,"Living Earth Foundation
5 Great James Street
London
WC1N 3DB
"
bvs-nepal,Burns Violence Survivors - Nepal,0,not_specified,0,0,0,0,0,0,NP-SWC-27288,0,0,0,NP,0,0,0,0,22,0,notspecified,active,0
cst,CHEKA SANA TANZANIA,0,quarterly,0,0,0,"Cheka Sana Tanzania
P.O.BOX 5082
Mwanza
Tanzania",https://static1.squarespace.com/static/561cc78be4b0bb7e60d123a0/t/56a7a5030ab377e7e76ed879/1453827336212/Logo-main-small.jpg?format=300w,0,TZ-TRA-121406209,0,0,0,TZ,0,0,0,0,22,0,notspecified,active,0
akfuk73,Aga Khan Foundation (United Kingdom),Quarterly,0,0,The minimum standard required,All relevant fields appropriate to the project for DFID used,"Gareth Price, gareth.price@akdn.org",0,0,GB-COH-1100897,Project,None,The data will be independently audited at the end of each year,GB,"Head of Finance, responsible for administration of IATI information/account",Not yet set up,0,None,21,"Per project, published in a consolidated report per individual DFID project ",notspecified,active,Reporting to DFID quarterly in arrears
123345678-test,test test test geo,0,not_specified,0,0,0,0,0,0,1234test5678,0,0,0,0,0,0,0,0,80,0,notspecified,active,0
communityalbums,Community Albums,0,not_specified,N/A,0,0,"Rockliffe, 112 Halse Road, Brackley, NN13 6EG",0,0,GB-CHC-1140485,0,0,0,GB,"At Community Albums we have a passion for giving people a voice and creating positive change in the lives of individuals and communities.

We do this by devising and delivering bespoke projects and programmes for those wanting to use music and media to develop people and give communities a voice.",0,0,0,80,0,cc-by,active,0
lc,Louvain Coopération,0,not_specified,0,0,0,"Avenue du Grand Cortil 15A, B-1348 Louvain-la-Neuve, Belgique",0,0,BE-BCE_KBO-0422717486,0,0,0,BE,Coordinatrice Programme,0,0,0,22,0,notspecified,active,0
camfed,Camfed International,0,0,0,0,0,0,0,0,GB-CHC-1029161,0,0,0,GB,0,0,0,0,21,0,odc-odbl,active,0
inpud_admin,International Network of People who Use Drugs (INPUD),0,quarterly,0,0,0,"INPUD Secretariat
 Unit 2C05, South Bank Technopark,
 90 London Road,
 London,
 SE1 6LN,
 United Kingdom",0,0,GB-COH-08828458,0,0,0,GB,"The International Network of People who Use Drugs (INPUD) is a global peer-based organisation that seeks to promote the health and defend the rights of people who use drugs. INPUD will expose and challenge stigma, discrimination, and the criminalisation of people who use drugs and its impact on the drug-using community’s health and rights. INPUD will achieve this through processes of empowerment and advocacy at the international level, while supporting empowerment and advocacy at community, national and regional levels.

INPUD is a movement of people who use drugs (current and former) who support the Vancouver Declaration. The Vancouver Declaration sets out the demands of people who use drugs, emphasising that their human rights must be respected and their health and wellbeing prioritised. INPUD is a global network that seeks to represent people who use drugs in international agencies such as the United Nations and with those undertaking international development work. We believe that people who use drugs should be meaningfully represented in decision-making processes that affect our lives. INPUD is committed to demonstrating at country level how people who use drugs can constructively contribute to the development and delivery of services for our community. We believe that we have a unique insight that can help money be spent wisely thus delivering better results for individuals and the wider community. We are asking the international community to stop always framing us as the problem and instead to recognise that we are part of the solution when is comes to addressing problems associated with drugs and drug policy around the world.",0,0,0,21,0,notspecified,active,0
concordis,Concordis International,0,not_specified,0,0,0,"International Dispute Resolution Centre,
70 Fleet Street,
London,
United Kingdom,
EC4Y 1EU",0,0,GB-COH-04930461,0,0,0,GB,0,0,0,0,21,0,notspecified,active,0
edt_kenya,Education Development Trust,0,quarterly,0,0,0,"nragai@educationdevelopmenttrust.com, mrotich@educationdevelopmenttrust.com, vgikunju@educationdevelopmenttrust.com
krotich@educationdevelopmenttrust.com 

Education Development Trust

Ngong Lane Plaza,

Ngong Lane off, Ngong Road (Near Faulu Kenya)

2nd Floor, Wing B,

P.O Box 45774-00100

Nairobi, Kenya

Tel: +254 (0) 20 2179031/2

Fax: +254 (0)20 2179031/2",0,0,KE-RCO-270901,Projects and Programmes,None,Operational,KE,International NGO in Education sector,0,0,None,21,Single File,cc-by-sa,active,Quarterly in arrears
wrgb,Grand Bargain Test,0,not_specified,0,0,0,0,0,0,GB-COH-893249298,0,0,0,0,0,0,0,0,80,0,odc-by,active,0
cocnl_publisher,COC Nederland,n/a,quarterly,n/a,n/a,n/a,info@coc.nl,0,0,NL-KVK-40530156,projects,n/a,n/a,NL,"COC Netherlands has been advocating the rights of lesbian women, gay men, bisexuals, transgenders and people with an intersex condition (LGBTI’s) from 1946 on. COC strives for the decriminalization of sexual orientation and gender identity and for equal rights, emancipation and social acceptance of LGBTI’s in the Netherlands and all over the world. COC is one of the few LGBT organizations that has a special consultative status with the United Nations.",n/a,0,n/a,22,not segmented,cc-by-sa,active,Quarterly
