Publisher Name,Publisher Registry Id,Version (with valid data),Reporting-Org (with valid data),Iati-identifier (with valid data),Participating Organisation (with valid data),Title (with valid data),Description (with valid data),Status (with valid data),Activity Date (with valid data),Sector (with valid data),Country or Region (with valid data),Average (with valid data),Version (with any data),Reporting-Org (with any data),Iati-identifier (with any data),Participating Organisation (with any data),Title (with any data),Description (with any data),Status (with any data),Activity Date (with any data),Sector (with any data),Country or Region (with any data),Average (with any data)
Population Service International,psi,100,100,100,100,92,92,100,1,97,1,78,100,100,100,100,92,92,100,100,100,100,98
Population Services and Training Centre (PSTC),pstc_1102,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
PositiveNegatives,posneg,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Power International,power,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
PRACTICA Foundation,practica,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Practical Action,pa,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Pragya India,pragya,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
PricewaterhouseCoopers Private Limited India,pwcplindia,100,100,100,100,100,100,100,100,100,83,98,100,100,100,100,100,100,100,100,100,100,100
Private Infrastructure Development Group,pidg,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Progressio,progressio,100,50,50,40,50,50,100,50,50,90,63,100,50,100,100,50,50,100,100,100,100,85
Project Harar,phe,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Promundo-US,pmo-us,100,100,100,100,100,100,100,100,67,100,97,100,100,100,100,100,100,100,100,100,100,100
Protecting Families Against HIV/AIDS,prefa_1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Protos,protos,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Publish What You Fund,pwyf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
PUM Netherlands,pumnl,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pump Aid,pumpaid,100,100,100,100,100,100,100,100,50,100,95,100,100,100,100,100,100,100,100,100,100,100
PwC,pwc,100,100,100,67,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100
Queen Rania Foundation for Education and Development,qrfed,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Quinoa,quinoa,100,100,100,40,100,100,100,100,100,100,94,100,100,100,100,100,100,100,100,100,100,100
Rahnuma-Family Planning Assocation of Pakistan,rfpap,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Railway Children,rc,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Railway Children Africa,rc2africa,100,100,0,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
RAIN Foundation (former),rainfoundation,100,100,100,0,100,100,100,100,100,0,80,100,100,100,100,100,100,100,100,100,100,100
Rainforest Alliance,rainforest-alliance,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Rainforest Foundation UK,rfuk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Raleigh International,raleigh_int,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
RCN Justice & Démocratie,rcn,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Red Cross Red Crescent Climate Centre,climate_centre,100,100,100,94,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100
Regional Advisory Information and Network Systems,rains,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Rehabilitation, Education and Community Health (REACH)",reach-iraq,100,100,50,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
Relief International - Somalia,ri_kenya,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Relief International UK,ri-uk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Republic of Korea,odakorea,100,100,8,100,100,100,100,100,98,98,90,100,100,100,100,100,100,100,100,98,98,100
Resource Extraction Monitoring,rem,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Responsible Mining Foundation,rmf,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Restless Development,restless,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Retrak,retrak,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Right to Play Netherlands Foundation,rtp,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Rikolto,rikolto,100,100,100,100,100,100,100,100,100,92,99,100,100,100,100,100,100,100,100,100,92,99
Rikolto in Belgium,rikolto_belgium,100,100,100,100,100,100,100,100,100,33,93,100,100,100,100,100,100,100,100,100,33,93
Rode Kruis-Vlaanderen Internationaal vzw,rkiv,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Rojiroti UK,rojiroti,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Romania Ministry of Foreign Affairs,uasd,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Rotary Clubs For Development,rc4d,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Royal College of General Practitioners (RCGP),rcgp-international,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Royal College of Obstetricians & Gynaecologists,rcog_resilience_in_obstetric_skills,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Royal Netherlands Football Association,knvb,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Royal Society for the Protection of Birds,rspb_,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Royal Tropical Institute,kit,100,100,100,100,100,100,100,100,22,100,92,100,100,100,100,100,100,100,100,100,100,100
RUAF Foundation,ruaf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Rutgers,rutgers,100,100,100,100,100,100,100,100,91,64,96,100,100,100,100,100,100,100,100,100,100,100
Saferworld,saferworld,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Samaritan's Purse UK,spuk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Savana Signatures,savsign-org,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Save the Children DK,redbarnet,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Save the Children International,sci,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Save the Children Netherlands,scnl,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Save the Children UK,scuk,100,100,100,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,98,100
SCI Projets Internationaux ASBL_Service Civil International branche belge,scibelgium,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Scottish Catholic International Aid Fund (SCIAF),sciaf,100,100,100,50,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
Search for Common Ground (SFCG),sfcg,100,100,67,100,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100
SECOURS CATHOLIQUE - CARITAS FRANCE,sccf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Seefar,seefar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sehat Kahani (Community Innovation Hub),sehatkahanicih,100,100,100,100,100,100,100,100,0,100,90,100,100,100,100,100,100,100,100,100,100,100
Self Help Africa,self-help-africa,100,100,0,60,100,100,100,100,100,100,86,100,100,100,100,100,100,100,100,100,100,100
Send a Cow,sendacow,100,100,100,78,100,100,100,100,89,100,97,100,100,100,100,100,100,100,100,100,100,100
Send a Cow Ethiopia,sacethiopia,100,100,33,100,100,100,100,100,100,100,93,100,100,100,100,100,100,100,100,100,100,100
Send a Cow Kenya,sac_kenya,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Send a Cow Uganda,sacu,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Sense International,sense_international,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sensorial Handicap Cooperation,shc,100,100,100,50,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
ShelterBox,shelterbox,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Shtrii Shakti,shtrii_shakti,100,100,0,100,0,0,100,0,0,0,40,100,100,0,100,0,0,100,100,100,0,60
Sightsavers,ss-org,100,100,100,4,100,100,100,26,100,100,83,100,100,100,26,100,100,100,100,100,100,93
Signal,signal,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Silsab Foundation,silsab1-_,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Simavi,simavi,100,100,100,28,100,90,100,100,100,100,92,100,100,100,100,100,90,100,100,100,100,99
Simprints,simprints,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Siren Associates,siren,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
SNV Netherlands Development Organisation,snv,100,100,100,93,100,100,100,100,100,71,96,100,100,100,100,100,100,100,100,100,71,97
Social Development Direct Limited,sddirect,100,100,100,83,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100
"Social Fund for Development, Yemen",sfd-yemen,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Social Impact Lab CIC,simlab,100,100,100,0,100,100,100,100,50,100,85,100,100,100,100,100,100,100,100,100,100,100
Social Watch Benin,swb_1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Société Nationale des eaux du Bénin (SONEB),soneb-benin,100,100,0,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
SolarNow Services (U) Ltd,solarnowsofa,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Solidagro,solidagro_admin,100,100,100,9,100,100,100,100,100,100,91,100,100,100,100,100,100,100,100,100,100,100
Solidaridad,solidaridad,100,100,100,86,100,100,100,100,84,76,95,100,100,100,100,100,100,100,100,86,76,96
Solidaridad Europe,solidaridad-europe,100,100,100,78,100,100,100,100,81,53,91,100,100,100,100,100,100,100,100,81,53,93
Solidaridad South & South-East Asia,solidaridad-ssea,100,100,100,100,100,100,100,100,96,89,99,100,100,100,100,100,100,100,100,100,89,99
Solidaridad West Africa,solidaridad-waf,100,100,100,100,100,100,100,100,100,92,99,100,100,100,100,100,100,100,100,100,92,99
Solsoc,solsoc,100,100,92,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100
Sonke Gender Justice,sjg,100,100,100,100,100,100,100,100,50,100,95,100,100,100,100,100,100,100,100,100,100,100
SOS Children's Villages Kenya,soscvkenya,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
SOS Children's Villages The Netherlands,sosnl,100,100,100,50,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
SOS FAIM - SOS HUNGER,sosfaim,100,100,100,18,100,100,100,100,100,100,92,100,100,100,100,100,100,100,100,100,100,100
SOS Kinderdorpen België / SOS Villages d'Enfants Belgique,svdbskb_admin,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
SOS Sahel International UK,sossaheluk,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Sound Seekers Limited,soundseekers,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Southern African Catholic Bishops' Conference Aids Office,sacbc,100,100,100,0,100,100,100,0,100,0,70,100,100,100,100,100,100,100,100,100,100,100
Spain - Ministry of Foreign Affairs and Cooperation,maec,100,100,100,100,100,100,100,100,99,98,100,100,100,100,100,100,100,100,100,100,100,100
SPARK,spark,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Special Hope Network,shn,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Stakeholder Democracy Network,sdn,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stars Foundation,starsfoundation,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Stichting ActionAId,aanl,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Aflatoun International,aflatoun,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Stichting Agriterra,agriterra,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Stichting Aidenvironment,aidenvironment,100,100,100,100,100,100,100,100,100,0,90,100,100,100,100,100,100,100,100,100,100,100
Stichting Deltares,deltares,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Stichting fondsbeheer DGGF lokaal MKB,dggf_financing_local_smes,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Health Action International,hai,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Humana,humana_houben,100,100,100,0,100,100,100,100,100,0,80,100,100,100,100,100,100,100,100,100,100,100
Stichting Kinderpostzegels Nederland,skn,100,100,100,20,100,100,100,100,100,100,92,100,100,100,100,100,100,100,100,100,100,100
Stichting Mayday Rescue Foundation,maydayrescue,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Nederlands Instituut voor Internationale Betrekkingen 'Clingendael',clingendael,100,100,100,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,97,100
Stichting Onderzoek Multinationale Ondernemingen (SOMO),somo,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Red een Kind,redeenkind,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Vluchteling,st_vluchteling,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting VU Amsterdam - Amsterdam Centre for World Food Studies,acwfs_vu,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Stichting Woord en Daad,w-d,100,100,100,25,100,38,100,100,100,100,86,100,100,100,100,100,38,100,100,100,100,94
Street Child,street_child,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
StreetInvest,si,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Stromme Foundation,stromme_ug,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Studio Globo,sg,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Support Trust for Africa Development (STAD),stad,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Survivors Fund (SURF),surf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Sweden, through Swedish International Development Cooperation Agency (Sida)",sida,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Switzerland - Swiss Agency for Development and Cooperation (SDC),sdc_ch,100,100,100,49,100,97,100,37,100,64,85,100,100,100,100,100,97,100,100,100,100,100
Sympany+,simone_sympany,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Syria Relief,sr,100,100,100,0,100,100,100,100,0,100,80,100,100,100,100,100,100,100,100,100,100,100
Target TB,targettb,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
TB Alert,tbalert,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Teach A Man To Fish,tamtf,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
TEAR fund Nederland,tear,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Tearfund,tearfund,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Tearfund VZW (TFBE),tfb_admin1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
TechnoServe,tns,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Terre des Hommes Netherlands,tdh_nl,100,100,100,45,99,98,100,100,65,0,81,100,100,100,100,99,98,100,100,90,100,99
The Access to Nutrition Foundation,atnf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Asia Foundation,taf,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The Carter Center,carter-center,100,100,0,100,100,100,100,100,0,100,80,100,100,100,100,100,100,100,100,100,100,100
the center for victimized women and children,cavwoc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The Coca-Cola Export Corporation,tccec,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The Commonwealth Secretariat,commonwealthsecretariat,100,100,100,0,100,100,100,100,100,45,85,100,100,100,100,100,100,100,100,100,100,100
The Convention on Business Integrity,cbi-nigeria,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The Foundation Center,foundation_center,100,100,100,100,0,100,100,100,0,100,80,100,100,100,100,0,100,100,100,0,100,80
The Fred Hollows Foundation (UK),fhfuk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Freedom Fund,thefreedomfund,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The Global Alliance for Improved Nutrition,gain,100,100,100,100,100,100,100,0,100,0,80,100,100,100,100,100,100,100,100,100,100,100
"The Global Development Incubator, Inc",gdi,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Global Forum on MSM & HIV (MSMGF),msmgf,100,100,67,83,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",theglobalfund,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The HALO Trust,halo,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
The Hunger Project Netherlands,thp_org,100,100,100,14,100,100,100,100,100,86,90,100,100,100,100,100,100,100,100,100,100,100
The International Children's Trust,theict,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
The International Rescue Committee,irc_inc,100,100,100,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,97,100
The Leprosy Mission England and Wales,tlmew,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The LO/FTF Council (Ulandssekretariatet),loftf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Louis Berger Group Inc.,lbg,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The MENTOR Initiative,the_mentor_initiative,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The National Association of Municipalities of Benin (ANCB),ancb_benin,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The OPEC Fund for International Development (OFID),ofid,100,100,100,0,100,100,100,0,100,100,80,100,100,100,100,100,100,100,100,100,100,100
The Open University,open_university,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"The Population Council, Inc.",populationcouncil,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Power of Nutrition,the_power_of_nutrition,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Princess Alia Foundation,paf_2018,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
The Queen Elizabeth Diamond Jubilee Trust,qedjt,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Sabre Charitable Trust,sct,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The Salvation Army International Development UK,said-uk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"The University of Dodoma (UDOM), Tanzania",udom,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
The University of Manchester,uom,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The University of Oxford,oxford,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
The William and Flora Hewlett Foundation,hewlett-foundation,100,100,100,100,100,100,100,100,100,84,98,100,100,100,100,100,100,100,100,100,100,100
The World Bank,worldbank,100,100,100,100,100,100,100,100,0,100,90,100,100,100,100,100,100,100,100,100,100,100
Theatre for a Change Malawi,tfacmalawi,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Theatre for a Change UK,tfac,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Timidria,timidria,100,100,100,0,100,100,100,100,0,100,80,100,100,100,100,100,100,100,100,100,100,100
TradeMark East Africa,tmea,100,100,81,9,100,100,100,100,100,100,89,100,100,100,100,100,100,100,100,100,100,100
Traidcraft Exchange,traidcraft,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Transnational Institute,tni,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Transparency International Bangladesh,tib,100,100,0,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Transparency International Kenya,ti_kenya,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Transparency International Secretariat,transparency-international,100,100,100,100,100,100,100,100,100,87,99,100,100,100,100,100,100,100,100,100,87,99
Transparency International UK,ti-uk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
TREE AID,treea,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Trianglen,trianglen,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Trias,trias,100,100,100,13,100,100,100,100,100,100,91,100,100,100,100,100,100,100,100,100,100,100
Triple Line,tripleline_crownagents,100,100,100,100,100,100,100,0,99,93,89,100,100,100,100,100,100,100,0,99,99,90
Trocaire,trocaire,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Trocaire (Northern Ireland),troc,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Tropenbos International,tbi,100,100,100,100,100,100,100,100,92,100,99,100,100,100,100,100,100,100,100,100,100,100
Tropical Health and Education Trust,tropicalhealth,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Trust for Africa's Orphans,tao-03473165,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Twaweza,twaweza,100,100,100,0,100,100,100,100,100,0,80,100,100,100,100,100,100,100,100,100,100,100
Twin,twin-iati,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Uganda Martyrs University,umu,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
UHAI EASHRI,uhai-eashri,100,100,100,33,100,100,100,100,100,100,93,100,100,100,100,100,100,100,100,100,100,100
"UK - Department for Business, Energy and Industrial Strategy",beis,100,100,100,94,100,100,100,49,100,100,94,100,100,100,94,100,100,100,100,100,100,99
"UK - Department for Environment, Food and Rural Affairs",defra_transparency,100,100,18,100,100,100,100,18,100,100,84,100,100,18,100,100,100,100,18,100,100,84
UK - Department for International Development (DFID),dfid,100,100,100,100,100,100,100,100,95,99,99,100,100,100,100,100,100,100,100,100,100,100
UK - Department for Work and Pensions,dwp,100,100,100,100,100,100,100,100,100,0,90,100,100,100,100,100,100,100,100,100,0,90
UK - Department of Health and Social Care (DHSC),dhsc,100,100,100,99,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,99,100
UK - Foreign & Commonwealth Office,fco,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
UK - Medical Research Council,mrc,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
UK - Ministry of Defence,ukmod,100,100,100,100,100,100,100,100,100,0,90,100,100,100,100,100,100,100,100,100,0,90
UK - Scottish Government,scottish_government,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
UK - Welsh Government's Wales for Africa Programme,wfa,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
ULB-Coopération,ulbcoop,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
UN Pooled Funds,unpf,100,100,100,2,100,100,100,100,100,74,88,100,100,100,100,100,100,100,100,100,74,97
UN Women,unw,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
UN-Habitat,unhabitat,100,100,100,0,100,100,100,100,50,0,75,100,100,100,100,100,100,100,100,95,100,100
Unicef Belgium National Committee,ub,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
UNICEF Netherlands National Committee,unicefnl,100,100,100,25,100,100,100,100,100,100,93,100,100,100,100,100,100,100,100,100,100,100
Union des Villes et Communes de Wallonie (UVCW),uvcw,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Union of Agricultural Work Committees,uawc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
UNITAID,utd,100,100,100,0,100,100,100,100,97,97,89,100,100,100,100,100,100,100,100,97,97,99
United Disabled Persons of Kenya,udpk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Mission to Nepal,umn,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
United Nations Capital Development Fund,uncdf,0,100,0,0,0,0,100,0,0,0,20,100,100,0,100,0,0,100,0,0,0,40
United Nations Central Emergency Response Fund (CERF),cerf,100,100,100,100,100,100,100,100,84,100,98,100,100,100,100,100,100,100,100,84,100,98
United Nations Children's Fund (UNICEF),unicef,100,100,100,96,100,100,100,100,81,100,98,100,100,100,100,100,100,100,100,100,100,100
United Nations Development Programme (UNDP),undp,100,100,100,100,100,100,100,100,66,97,96,100,100,100,100,100,100,100,100,90,100,99
